owner,name,repo_path,has_root_pom,declared_modules_count,declared_missing_dir,declared_missing_pom,child_without_parent,undeclared_poms,notes
runelite,runelite,/home/camila/repos/runelite/runelite,True,0,0,0,0,5,
scribejava,scribejava,/home/camila/repos/scribejava/scribejava,True,0,0,0,0,8,
selenide,selenide,/home/camila/repos/selenide/selenide,False,0,0,0,0,0,no-root-pom
SeleniumHQ,selenium,/home/camila/repos/SeleniumHQ/selenium,False,0,0,0,0,0,no-root-pom
siddhi-io,siddhi,/home/camila/repos/siddhi-io/siddhi,True,0,0,0,0,20,
signalapp,Signal-Android,/home/camila/repos/signalapp/Signal-Android,False,0,0,0,0,0,no-root-pom
simpligility,android-maven-plugin,/home/camila/repos/simpligility/android-maven-plugin,True,0,0,0,0,38,
skylot,jadx,/home/camila/repos/skylot/jadx,False,0,0,0,0,0,no-root-pom
slapperwan,gh4a,/home/camila/repos/slapperwan/gh4a,False,0,0,0,0,0,no-root-pom
sleuthkit,autopsy,/home/camila/repos/sleuthkit/autopsy,False,0,0,0,0,0,no-root-pom
SonarSource,sonarqube,/home/camila/repos/SonarSource/sonarqube,False,0,0,0,0,0,no-root-pom
soot-oss,soot,/home/camila/repos/soot-oss/soot,True,0,0,0,0,0,
SpigotMC,BungeeCord,/home/camila/repos/SpigotMC/BungeeCord,True,0,0,0,0,19,
spockframework,spock,/home/camila/repos/spockframework/spock,False,0,0,0,0,0,no-root-pom
SpongePowered,SpongeAPI,/home/camila/repos/SpongePowered/SpongeAPI,False,0,0,0,0,0,no-root-pom
spotbugs,spotbugs,/home/camila/repos/spotbugs/spotbugs,False,0,0,0,0,0,no-root-pom
spring-cloud,spring-cloud-config,/home/camila/repos/spring-cloud/spring-cloud-config,True,0,0,0,0,8,
spring-cloud,spring-cloud-gateway,/home/camila/repos/spring-cloud/spring-cloud-gateway,True,0,0,0,0,13,
spring-cloud,spring-cloud-sleuth,/home/camila/repos/spring-cloud/spring-cloud-sleuth,True,0,0,0,0,47,
spring-cloud,spring-cloud-netflix,/home/camila/repos/spring-cloud/spring-cloud-netflix,True,0,0,0,0,7,
spring-io,initializr,/home/camila/repos/spring-io/initializr,True,0,0,0,0,11,
spring-projects,spring-kafka,/home/camila/repos/spring-projects/spring-kafka,False,0,0,0,0,0,no-root-pom
spring-projects,spring-data-redis,/home/camila/repos/spring-projects/spring-data-redis,True,0,0,0,0,0,
spring-projects,spring-batch,/home/camila/repos/spring-projects/spring-batch,True,0,0,0,0,7,
spring-projects,spring-security,/home/camila/repos/spring-projects/spring-security,False,0,0,0,0,0,no-root-pom
spring-projects,spring-integration,/home/camila/repos/spring-projects/spring-integration,False,0,0,0,0,0,no-root-pom
spring-projects,spring-boot,/home/camila/repos/spring-projects/spring-boot,False,0,0,0,0,0,no-root-pom
springdoc,springdoc-openapi,/home/camila/repos/springdoc/springdoc-openapi,True,0,0,0,0,17,
stanfordnlp,CoreNLP,/home/camila/repos/stanfordnlp/CoreNLP,True,0,0,0,0,2,
strimzi,strimzi-kafka-operator,/home/camila/repos/strimzi/strimzi-kafka-operator,True,0,0,0,0,21,
swagger-api,swagger-core,/home/camila/repos/swagger-api/swagger-core,True,0,0,0,0,18,
syncthing,syncthing-android,/home/camila/repos/syncthing/syncthing-android,False,0,0,0,0,0,no-root-pom
TEAMMATES,teammates,/home/camila/repos/TEAMMATES/teammates,False,0,0,0,0,0,no-root-pom
TeamNewPipe,NewPipe,/home/camila/repos/TeamNewPipe/NewPipe,False,0,0,0,0,0,no-root-pom
TechEmpower,FrameworkBenchmarks,/home/camila/repos/TechEmpower/FrameworkBenchmarks,False,0,0,0,0,0,no-root-pom
testcontainers,testcontainers-java,/home/camila/repos/testcontainers/testcontainers-java,False,0,0,0,0,0,no-root-pom
theonedev,onedev,/home/camila/repos/theonedev/onedev,True,0,0,0,0,60,
thingsboard,thingsboard,/home/camila/repos/thingsboard/thingsboard,True,0,0,0,0,55,
tlaplus,tlaplus,/home/camila/repos/tlaplus/tlaplus,True,0,0,0,0,36,
traccar,traccar,/home/camila/repos/traccar/traccar,False,0,0,0,0,0,no-root-pom
trinodb,trino,/home/camila/repos/trinodb/trino,True,0,0,0,0,112,
tronprotocol,java-tron,/home/camila/repos/tronprotocol/java-tron,False,0,0,0,0,0,no-root-pom
Twitter4J,Twitter4J,/home/camila/repos/Twitter4J/Twitter4J,False,0,0,0,0,0,no-root-pom
ukanth,afwall,/home/camila/repos/ukanth/afwall,False,0,0,0,0,0,no-root-pom
unclebob,fitnesse,/home/camila/repos/unclebob/fitnesse,False,0,0,0,0,0,no-root-pom
undertow-io,undertow,/home/camila/repos/undertow-io/undertow,True,0,0,0,0,8,
UniversalMediaServer,UniversalMediaServer,/home/camila/repos/UniversalMediaServer/UniversalMediaServer,True,0,0,0,0,0,
vaadin,framework,/home/camila/repos/vaadin/framework,True,0,0,0,0,64,
validator,validator,/home/camila/repos/validator/validator,False,0,0,0,0,0,no-root-pom
vavr-io,vavr,/home/camila/repos/vavr-io/vavr,True,0,0,0,0,5,
VertaAI,modeldb,/home/camila/repos/VertaAI/modeldb,True,0,0,0,0,5,
vespa-engine,vespa,/home/camila/repos/vespa-engine/vespa,True,0,0,0,0,176,
vigna,fastutil,/home/camila/repos/vigna/fastutil,False,0,0,0,0,0,no-root-pom
vipshop,Saturn,/home/camila/repos/vipshop/Saturn,True,0,0,0,0,18,
vsch,flexmark-java,/home/camila/repos/vsch/flexmark-java,True,0,0,0,0,59,
webbukkit,dynmap,/home/camila/repos/webbukkit/dynmap,False,0,0,0,0,0,no-root-pom
wildfly,wildfly,/home/camila/repos/wildfly/wildfly,True,0,0,0,0,229,
winder,Universal-G-Code-Sender,/home/camila/repos/winder/Universal-G-Code-Sender,True,0,0,0,0,27,
xuxueli,xxl-job,/home/camila/repos/xuxueli/xxl-job,True,0,0,0,0,5,
yacy,yacy_search_server,/home/camila/repos/yacy/yacy_search_server,False,0,0,0,0,0,no-root-pom
zaproxy,zaproxy,/home/camila/repos/zaproxy/zaproxy,False,0,0,0,0,0,no-root-pom
zendesk,maxwell,/home/camila/repos/zendesk/maxwell,True,0,0,0,0,0,
zxing,zxing,/home/camila/repos/zxing/zxing,True,0,0,0,0,7,
liferay,liferay-portal,/home/camila/repos/liferay/liferay-portal,False,0,0,0,0,0,no-root-pom
